Id,StateAbbr,ClientUno,County,StateName,PostalCode,EthnicIdentity,Age,Gender,MaritalStatus,Veteran,Imprisoned,NumberInHousehold,AnnualIncome,AllowedIncome,CheckingBalance,SavingsBalance,InvestmentsBalance,CreatedUtc
1193,MD,1B2D6157-BF0E-423B-83D4-5E8EBD9CD219,Howard,Maryland,21738,I'd rather not answer,22,I'd rather not answer,I'd rather not answer,NULL,No,7,120000,84390,150,NULL,NULL,########
1194,MO,7D71990F-7F76-470E-89E5-93B02CC8C6E5,St. Louis,Missouri,63129,Caucasian,35,Male,Single,No,No,1,20000,13590,500,NULL,NULL,########
1195,MS,ED86FD37-FE67-461F-B459-FD95EF68E843,Hinds,Mississippi,39212,African American,40,Female,Single,No,No,3,14400,37190,NULL,NULL,NULL,########
1196,NY,880729FC-F0E3-40F0-9D51-E2E4FC3F5C15,New York,New York,10025,Caucasian,NULL,Female,Married / remarried,NULL,No,1,0,13590,750,120,NULL,########
1197,PA,A28C9998-0B5B-4705-81FD-58AFD317305D,Philadelphia,Pennsylvania,19150,African American,54,Female,Separated,No,No,3,18000,37190,300,5,NULL,########
1198,SC,FC08BE33-4AE1-4B9F-8BDC-2CCF321BA936,Oconee,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1199,TN,49654661-ECE0-4F92-A36F-F72F9886C8A5,Shelby,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1200,TX,5219F9F1-2DF0-4609-8042-079590F09565,Dallas,Texas,75230,,54,NULL,NULL,NULL,No,2,0,25390,0,0,NULL,########
1201,US,9681A16F-25D5-4B70-951E-907A5965BA55,New York,ABA Federal,14303,Caucasian,56,Female,Divorced or Widowed,NULL,No,2,32000,25390,NULL,1000,NULL,########
1202,AZ,4C1A13E6-90DF-47D9-A6DC-E540C9E94BFD,Gila,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1203,CA,E1A970F8-5835-46C0-9655-49FD147DB485,Butte,California,95942,Caucasian,54,Male,Separated,No,No,2,50000,32470,400,NULL,NULL,########
1204,HI,43C93080-F493-4BDB-ADDE-9826B4255447,Honolulu,Hawaii,96821,Asian,66,Male,Married / remarried,No,No,2,480000,29205,4000,4000,10000,########
1205,IA,9D32C9B4-8AD5-46B9-BF8D-A57996FC2E3A,Fayette,Iowa,50662,Caucasian,43,Female,Married / remarried,No,No,4,23000,48990,2.95,7.67,NULL,########
1206,KS,E332353C-CBA5-4E03-BC54-32CA203B718F,Shawnee,Kansas,66606,"Caucasian,Latino or Hispanic",34,Female,Single,No,No,3,2160,37190,NULL,NULL,NULL,########
1207,LA,9EC38F08-065E-470A-9646-B5ECE0C5DDEA,Orleans Parish,Louisiana,70119,Other,26,Female,Single,NULL,No,1,12480,13590,800,600,NULL,########
1208,MD,6D6A5601-F755-43E5-9EDB-AEA82004CC17,Charles,Maryland,20602,Caucasian,NULL,Female,Single,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1209,MI,33A9BF12-5F56-45E4-BB5A-4238100F7F87,Kent,Michigan,49503,Caucasian,43,Male,Single,No,No,1,68000,13590,12000,NULL,NULL,########
1210,NE,C1C7A4DB-EF19-48C3-991A-24E9FCB337FA,Lincoln,Nebraska,69129,"Caucasian,Other",33,Female,Married / remarried,NULL,No,4,8592,70230,0,17.09,NULL,########
1211,NJ,7842678C-86CD-4BD1-BCA1-9CFEBEC9EA74,Camden,New Jersey,8003,Caucasian,59,Male,Married / remarried,No,No,3,80000,51350,1000,NULL,NULL,########
1212,SC,AEBDEDF8-05CF-4C8E-8C3C-1B25123B8E39,York,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1213,TN,6902E7B0-E6CE-4A93-AEA4-28A6033610AA,Davidson,Tennessee,,NULL,36,NULL,NULL,NULL,No,1,70000,13590,0,2400,NULL,########
1214,TX,7A067FF3-2E94-46DA-9FE6-19F56855B739,Uvalde,Texas,78801,Latino or Hispanic,49,Female,Married / remarried,No,No,3,12000,37190,1200,NULL,NULL,########
1215,VA,08C65A8A-1AA7-4850-98EC-57C2D99D9C7C,Salem city,Virginia,24153,Caucasian,NULL,Female,Married / remarried,NULL,No,3,16800,37190,300,0,NULL,########
1216,AK,DF8ADBB0-B9E6-4431-97ED-B174CEC1775B,Bethel Census Area,Alaska,99559,Native American or Alaska Native,43,Female,Married / remarried,No,No,2,0,31740,NULL,NULL,NULL,########
1217,AZ,EDDA32FA-0169-466D-814C-82778E5688D2,Pima,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1218,CT,A45B2BD7-C715-409C-8DD5-DC9653E2959E,Hartford,Connecticut,6019,Caucasian,53,Female,Divorced or Widowed,No,No,3,15600,37190,400,NULL,NULL,########
1219,HI,5B27B357-DC8E-44F6-B6EE-36779235D8B6,Honolulu,Hawaii,96797,Native Hawaiian / Pacific Islander,38,Male,Single,No,No,6,39000,83505,800,200,NULL,########
1220,KS,C1494817-E280-4753-8030-DA06D17E9652,Shawnee,Kansas,66605,"Caucasian,Other",37,Female,Married / remarried,No,No,4,12000,48990,20,NULL,NULL,########
1221,LA,2CE0C40A-42A9-4277-8D58-829565BB0D37,Livingston Parish,Louisiana,70726,Caucasian,NULL,Female,Divorced or Widowed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1222,ME,6D5A51EC-3F0C-4640-9D5D-5BAEA55F5E72,Franklin,Maine,4294,Caucasian,30,Male,Married / remarried,Yes,No,4,30000,70230,NULL,NULL,NULL,########
1223,MI,820E43AB-831E-4330-A728-B2D8D3695789,Genesee,Michigan,48501,I'd rather not answer,53,I'd rather not answer,Separated,No,No,4,24000,41910,17,NULL,NULL,########
1224,NM,7D5F4E7D-57C2-45D6-964D-786CA473BE45,Socorro,New Mexico,87801,Caucasian,23,Female,Single,No,No,1,10400,13590,NULL,NULL,NULL,########
1225,NY,2151CF00-8642-4693-8F97-716E7F4D5D26,New York,New York,32407,I'd rather not answer,NULL,Female,I'd rather not answer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1226,SC,A7943B89-8447-4EDC-83F0-CF70FC8A9299,York,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1227,SD,42BBBF24-BD6F-45E5-8B5A-511C0A2766EC,Lawrence,South Dakota,57783,Caucasian,38,Female,Separated,No,No,3,23532,37190,575,1300,NULL,########
1228,TN,04E834AC-1562-4E5A-9504-266BE21B3844,Montgomery,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1229,UT,FA0FF8AC-7D91-4C16-B4C4-A327DF60489E,Davis,Utah,84037,Caucasian,39,Female,Married / remarried,No,No,7,70000,84390,0,NULL,NULL,########
1230,AL,9ABC6F9D-C5D5-4D8A-A223-47BE47DBF4A9,Jefferson,Alabama,32714,,20,NULL,NULL,NULL,No,2,18000,25390,40,5,NULL,########
1231,AZ,DDF03717-92EF-4EC0-B2FA-B60E7BB02402,Pima,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1232,CT,DE82B28B-3CDE-4DF7-BBA1-9C89BFA60B24,Middlesex,Connecticut,6459,Other,20,Other,Single,No,No,1,0,13590,9695,5025,NULL,########
1233,GA,EA8FADF5-576F-4E39-8021-66D929E4141A,Chatham,Georgia,31410,Caucasian,58,Female,Divorced or Widowed,No,No,2,13200,25390,500,NULL,NULL,########
1234,KS,8BF20D5E-45D4-4B66-8AB4-300CEC071FA4,Johnson,Kansas,66204,Caucasian,36,Male,Married / remarried,No,No,3,84000,37190,1000,4000,NULL,########
1235,LA,1030CA15-E227-4D59-8215-38EA0AAFA05C,Calcasieu Parish,Louisiana,70615,Caucasian,NULL,Female,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1236,MA,63A677F9-DD22-461A-803B-E09ABB504E7A,Suffolk,Massachusetts,2126,I'd rather not answer,28,I'd rather not answer,Single,NULL,No,2,26000,25390,NULL,NULL,NULL,########
1237,MD,1195EBE7-840A-445F-A5AB-B53E1EC58316,Baltimore,Maryland,21221,Caucasian,32,Female,Married / remarried,No,No,6,27862.64,72590,15.31,NULL,NULL,########
1238,MI,26A8339B-1F14-46BE-85CE-F412033B38C3,Genesee,Michigan,48463,Caucasian,41,Female,Single,No,No,4,30000,41910,500,300,NULL,########
1239,MO,91B5DB93-A411-48AC-B602-0983251AAFCD,Newton,Missouri,64850,Caucasian,25,Female,Separated,No,No,3,17680,51350,350,1,NULL,########
1240,MS,548BD501-9200-4A7B-9B23-96400B0CF928,Tippah,Mississippi,38663,"Arab,Caucasian",NULL,Female,Divorced or Widowed,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1241,NH,2660A5CC-C4A1-4ADE-8280-80BAA8CE5845,Hillsborough,New Hampshire,3060,Caucasian,52,Female,I'd rather not answer,No,No,1,10680,13590,0.6,NULL,NULL,########
1242,NM,381E9CF2-9B37-498A-B884-126A0BF05B7F,Valencia,New Mexico,87031,Caucasian,30,Male,Divorced or Widowed,Yes,No,2,24000,25390,126,0,NULL,########
1243,NY,0377BD7B-3ABF-4D9D-92A1-04850A237864,New York,New York,11729,Caucasian,NULL,Female,Separated,NULL,No,3,34800,51350,486,240,NULL,########
1244,OK,EBAFAA45-6630-4154-82A7-1524E8447D38,Garvin,Oklahoma,73075,Native American or Alaska Native,NULL,Female,Single,NULL,No,3,44460,37190,67,NULL,NULL,########
1245,PA,11EEC3D5-E88B-4958-8512-F8634D244A71,Lackawanna,Pennsylvania,18508,"Caucasian,Native American or Alaska Native,Slavic",24,Female,Single,No,No,3,24000,37190,NULL,NULL,NULL,########
1246,SC,FECF93EF-8DB2-43BA-81A2-C35CA176B1BA,Anderson,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1247,TN,3128CC17-8FD4-4967-A0E6-663FF3DDF21E,Davidson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1248,VA,FE5C0B55-E15D-4FDF-8F41-7CFEAF8C831C,Poquoson city,Virginia,23662,Caucasian,NULL,Male,Single,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1249,AZ,FF8B5C68-871C-4A51-8CAC-ED98B03CAB40,Maricopa,Arizona,,NULL,43,NULL,NULL,NULL,No,4,10000,48990,379,NULL,NULL,########
1250,CA,3924488E-1D73-4A3B-A996-A62338058879,San Joaquin,California,95376,Caucasian,58,Male,Single,No,No,2,10,32470,NULL,NULL,NULL,########
1251,CT,493A4448-7E8E-4BF7-A33A-7D53F570926A,Fairfield,Connecticut,6905,Latino or Hispanic,21,Male,NULL,No,No,2,10400,25390,19,NULL,NULL,########
1252,IA,CF77F999-2BBF-493F-9697-B71A79A98D20,Sioux,Iowa,51250,Latino or Hispanic,49,Female,Divorced or Widowed,No,No,3,28000,37190,200,NULL,NULL,########
1253,KS,F951C108-AA3D-4E9E-A490-B6CAB8581AFA,Ford,Kansas,67801,Caucasian,27,Female,Single,No,No,2,10800,25390,NULL,NULL,NULL,########
1254,LA,B4FF3646-AFF0-4B28-8423-74A4CF965CB1,Caddo Parish,Louisiana,71105,Caucasian,59,Female,I'd rather not answer,NULL,No,2,12000,32470,NULL,NULL,NULL,########
1255,MO,3FD1E5B4-2CEF-439F-8A2D-DA58BD111DA8,Clinton,Missouri,64454,Caucasian,32,Female,Separated,No,No,1,46000,13590,700,100,NULL,########
1256,NE,0EBC0205-78FB-47D6-82DA-02D872599F0F,Douglas,Nebraska,68114,,52,NULL,NULL,NULL,No,1,28800,13590,24,NULL,NULL,########
1257,NJ,6AC4B912-B4FD-4E56-9E57-1E1A4486CDC3,Camden,New Jersey,8021,Caucasian,53,Female,Married / remarried,No,No,2,75000,32470,500,3500,0,########
1258,SC,B859955E-3B3F-477F-B4F7-32B8E549CBC0,Dorchester,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1259,TN,FE2CF314-AD31-4604-B362-B2CD412808D8,Henderson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1260,VA,0CF03C58-AF33-4777-89FB-AA5C5F81E479,Henrico,Virginia,23231,African,NULL,Female,Single,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1261,AR,42EA8560-963C-4379-B4AD-4877BECACC5A,Arkansas,Arkansas,72118,Caucasian,34,Male,Married / remarried,NULL,No,2,4800,25390,NULL,NULL,NULL,########
1262,AZ,4602520A-D045-4723-B7E3-1538562D436E,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1263,CA,E3561AEA-1173-4FB6-A27C-998AF3B1583B,El Dorado,California,95820,Caucasian,67,Female,Married / remarried,No,No,2,35000,32470,150,500,NULL,########
1264,IA,AAD24EA7-568C-4712-9CAA-94AD40373513,Polk,Iowa,50317,Caucasian,63,Male,Divorced or Widowed,No,No,2,15000,25390,10,NULL,NULL,########
1265,ME,A594C552-18CD-4F61-8ACB-158C21DB4B70,Androscoggin,Maine,4252,Caucasian,32,Female,Single,No,No,3,19200,51350,200,7,NULL,########
1266,NE,FC03D543-DA39-47E5-8C15-FBA021F3D14C,Douglas,Nebraska,68164,Caucasian,NULL,Male,Single,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1267,NJ,C7A0E841-7653-4E20-BDF7-5A7B5F486001,Union,New Jersey,8830,I'd rather not answer,46,Male,Divorced or Widowed,No,No,1,60000,13590,1000,2000,NULL,########
1268,OK,F7B00CC6-5F52-4415-838C-426242A45DB6,Comanche,Oklahoma,73501,"Caucasian,Latino or Hispanic",NULL,Female,Divorced or Widowed,NULL,No,1,8400,13590,NULL,NULL,NULL,########
1269,SC,9FECE7C8-E962-4EFB-B5C0-C78094846027,Charleston,South Carolina,,NULL,70,NULL,NULL,NULL,No,4,37000,48990,NULL,NULL,NULL,########
1270,TN,96F33D0F-8D80-4F41-ADAA-B95196BBCEBA,Rutherford,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1271,AZ,E2098014-5F9A-4E3D-872C-8E5598B53CD1,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1272,GA,C3234173-B625-40B2-92DE-32009EC73A4B,Bulloch,Georgia,30458,African American,23,Male,Single,No,No,1,18200,13590,300,200,NULL,########
1273,KS,F4A441C9-712E-4D60-8871-A150B9350CA6,Shawnee,Kansas,66607,Caucasian,48,Female,Single,No,No,2,12000,25390,NULL,NULL,NULL,########
1274,MA,72BE01BA-93F2-4A51-8FFC-1FB77E7C4374,Worcester,Massachusetts,1606,,66,Male,Married / remarried,Yes,No,2,36000,25390,800,NULL,NULL,########
1275,MI,34478F5F-CED2-4323-8077-61F12B594DB6,Kalamazoo,Michigan,49008,,37,NULL,NULL,NULL,No,1,40000,13590,300,500,NULL,########
1276,MO,3AA33317-E131-49BF-956B-0FD21970A278,Clay,Missouri,64152,Caucasian,45,Female,Divorced or Widowed,No,No,1,15600,13590,200,50,NULL,########
1277,NJ,D8CB6440-6B26-4A4A-A80F-849005A095A1,Middlesex,New Jersey,7095,"Caucasian,Latino or Hispanic",24,Male,Single,No,No,5,50000,89110,200,NULL,NULL,########
1278,NM,503A376B-74F3-45E8-A43E-395493E63378,Bernalillo,New Mexico,87114,Latino or Hispanic,33,Female,Single,No,No,4,37440,48990,30.03,0,NULL,########
1279,PA,9BF3388F-CA93-4F8D-B486-5D7AA565267B,Pike,Pennsylvania,18464,,41,NULL,NULL,NULL,No,3,20000,37190,100,200,NULL,########
1280,SC,4617293E-3F51-4978-A066-44905A1E49D2,Clarendon,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1281,SD,E155F89C-050C-4F0E-9F12-B146AA0A9A58,Minnehaha,South Dakota,57106,Caucasian,44,Female,Married / remarried,No,No,2,29000,25390,NULL,100,NULL,########
1282,TN,0A486896-1BB2-42B4-AF49-6CE802A6F0E1,Davidson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1283,TX,69C90859-25ED-4F35-A111-25D2D65F2B29,Dallas,Texas,75229,Asian,78,Male,Married / remarried,No,No,2,20000,25390,1000,NULL,NULL,########
1284,US,FC9E1871-4E00-4878-968B-7E3395C9A172,Rhode Island,ABA Federal,2451,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1285,VA,3A685301-F4D0-49F7-9F25-ADFAA5CEB40F,Virginia Beach city,Virginia,23692,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1286,VT,EBE70877-0FC8-4040-8BFB-908D7B14B598,Chittenden,Vermont,5401,Caucasian,52,Male,Married / remarried,No,No,3,8400,37190,4000,5000,NULL,########
1287,AK,2B5773A5-8A72-4194-BA26-99B43B057131,Anchorage Municipality,Alaska,99504,Native American or Alaska Native,33,Male,Single,No,No,3,12000,46490,300,100,NULL,########
1288,AZ,ECC4C7F6-D7B2-44F1-91D0-532D3285D772,Pinal,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1289,CT,9AB6B751-CDBC-49F4-9911-6234F92E92B0,Tolland,Connecticut,6066,Caucasian,56,Female,Married / remarried,No,No,2,26000,25390,1325,NULL,NULL,########
1290,HI,110848F0-53DF-4AC1-B146-D302808FF8B9,Honolulu,Hawaii,96825,Caucasian,74,Male,Married / remarried,No,No,6,18000,83505,300,NULL,NULL,########
1291,ME,45AC3C41-B771-4B9B-8693-64A19173E3FC,Sagadahoc,Maine,4530,Caucasian,31,Female,Single,No,No,3,18000,51350,794,242,NULL,########
1292,MI,A25844A2-074A-4349-BBD5-E39BCDC7BD0B,Wayne,Michigan,48227,African American,26,Male,Single,No,No,4,1400,41910,50,NULL,NULL,########
1293,MS,AF6823A0-F294-4C0A-8C02-890042268F5B,Rankin,Mississippi,39208,"African American,Asian",42,Female,Married / remarried,Yes,No,2,48000,25390,1000,1100,NULL,########
1294,OK,EC40EC83-6774-4149-956B-C68EFF9E486C,Oklahoma,Oklahoma,73109,Caucasian,NULL,Female,Single,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1295,PA,A91606A2-00FF-471F-A714-0CAFFC74A8DC,Philadelphia,Pennsylvania,19124,African American,29,Female,Single,No,No,2,52000,25390,30,NULL,NULL,########
1296,SC,6989DC82-1036-4BA0-94DB-9BC738118363,Beaufort,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1297,TN,D99A747F-CC7F-49D6-8A2F-BF094B31B43E,Davidson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1298,US,05F8C678-CF12-4DE1-9B61-50B7AB2BD85A,Pennsylvania,ABA Federal,18704,Caucasian,51,Male,Married / remarried,Yes,No,1,0,13590,40,NULL,NULL,########
1299,VA,8194C70A-8808-4F24-8D4A-AC2D6BEA7893,Richmond city,Virginia,23834,African American,NULL,Female,Single,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1300,VT,275C2117-E10A-4795-9810-5FCCB2CE5FB8,Lamoille,Vermont,5672,Caucasian,43,Male,Divorced or Widowed,No,No,2,37440,25390,50,NULL,NULL,########
1301,AZ,559193AD-E76A-4D0A-85CD-DD0333EA520F,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1302,CA,4562E70E-18D5-4284-81C9-A7144D70DF82,San Joaquin,California,95209,Other,55,Male,Separated,No,No,4,20000,70230,NULL,NULL,NULL,########
1303,HI,A93B49A4-B9C9-42C9-982C-7869CDDED4C9,Honolulu,Hawaii,96782,"Asian,Caucasian",67,Male,Married / remarried,No,No,2,36000,29205,200,400,NULL,########
1304,IA,8ACC4925-AF11-4072-B622-0A0238D17B87,Johnson,Iowa,52240,Caucasian,59,Male,Single,No,No,1,17900,13590,1200,900,NULL,########
1305,IL,4E70BEE8-9C14-4C7F-8B7B-DB9608DFFE6B,Cook,Illinois,60091,I'd rather not answer,20,Male,Married / remarried,No,No,4,14400,56070,100,NULL,NULL,########
1306,ME,0FC080A3-CA95-44EE-9C33-4305876C8F72,Oxford,Maine,4257,"Caucasian,Other",29,Female,Married / remarried,No,No,5,0,89110,NULL,NULL,NULL,########
1307,MI,5025FE42-A88B-4152-A8CE-FCA1A10D5D10,Ingham,Michigan,48906,African American,25,Female,Single,No,No,2,25000,23030,NULL,NULL,NULL,########
1308,NH,A21FC55A-2EAD-425E-8457-2771FA12F37E,Coos,New Hampshire,3581,Asian,67,Female,Divorced or Widowed,No,No,2,12000,32470,3000,NULL,NULL,########
1309,NY,5206A54C-56FC-4A28-8688-FCEA572CAEEC,Orange,New York,12550,"African American,Caucasian,Latino or Hispanic",NULL,Male,Single,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1310,PA,93BAB734-FBFB-4601-ADAB-5CA45799BF92,Philadelphia,Pennsylvania,19142,Caucasian,NULL,Female,Single,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1311,SC,4A8D17A9-1243-4A45-A846-5AF504B2E707,Berkeley,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1312,TN,E197D009-7C65-4A1D-A160-0F23FC7EFD9D,Sevier,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1313,VT,35FB1D63-5E97-46A5-820C-685E4831C960,Chittenden,Vermont,5401,Caucasian,57,Male,Single,No,No,1,8640,13590,400,NULL,NULL,########
1314,AL,6B2B01F3-75DB-4A5B-A10A-F2AED6A4087E,Lee,Alabama,36870,,39,NULL,NULL,NULL,No,5,3000,60790,500,NULL,NULL,########
1315,AZ,226420C3-2301-4B7F-A918-F9807C36C9BC,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1316,GA,2A6887E8-6561-4AC0-9CC1-571F1EC2BB2C,Rockdale,Georgia,30216,,52,Male,Divorced or Widowed,No,No,3,20800,37190,NULL,NULL,NULL,########
1317,KS,624B73B8-C0B3-4D22-81EE-5B927A7E429C,Harvey,Kansas,67056,Caucasian,27,Female,Single,No,No,4,39996,48990,1000,NULL,NULL,########
1318,ME,29CE0A49-025C-4F88-964F-372D66B2394E,Knox,Maine,4864,Caucasian,31,Male,I'd rather not answer,No,No,4,10000,70230,650,NULL,NULL,########
1319,MO,0BC1195D-8486-4BE6-B661-28C76FD0799D,St. Charles,Missouri,63367,Caucasian,39,Female,Divorced or Widowed,No,No,3,36000,51350,200,NULL,NULL,########
1320,MS,26915515-851F-4C12-A3B3-DF0F16866A8D,Harrison,Mississippi,39571,African American,80,Female,Divorced or Widowed,No,No,1,6720,13590,NULL,NULL,NULL,########
1321,NJ,8DD93F7B-691F-4781-9CA5-FC0754CAA075,Union,New Jersey,7083,Caucasian,NULL,Male,Married / remarried,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1322,NM,9AB21E43-5F31-4136-BDB5-6EC46DA48E38,DoÃƒÆ’Ã‚Â±a Ana,New Mexico,88005,Caucasian,NULL,Male,Separated,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1323,NY,6EF9683D-7479-4B1A-B37C-E179E663992D,Albany,New York,11362,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1324,OK,61B5DB15-05CE-4826-A7FF-0DD88422EE24,Washington,Oklahoma,74061,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1325,PA,BC889552-33B4-4206-BC2A-E85682A49AF8,Allegheny,Pennsylvania,15226,Caucasian,NULL,Female,Married / remarried,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1326,SC,184B5459-DEB7-45FE-99B3-C42F3B209AC3,Berkeley,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1327,SD,23114D7F-8BCC-42D1-A9C4-8FAE3C5ED95E,Minnehaha,South Dakota,38118,,49,NULL,NULL,NULL,No,5,20800,60790,20,NULL,NULL,########
1328,TN,453E2432-EFF5-4EBC-92CE-8F2D4D217692,Giles,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1329,TX,6A6CB099-E394-4F6F-80B0-11B77F0A1283,Williamson,Texas,78664,African American,37,Female,Divorced or Widowed,No,No,3,1500,37190,100,0,NULL,########
1330,VT,FA9B1FF6-E827-4F60-897D-563D7FEDB1CB,Chittenden,Vermont,5445,Caucasian,40,Female,Single,No,No,5,49400,60790,200,NULL,NULL,########
1331,AK,0E920A32-0BB2-40AA-BB1D-8572C0C3B884,Fairbanks North Star Borough,Alaska,99709,Other,37,Male,Divorced or Widowed,Yes,No,2,33600,31740,1000,NULL,NULL,########
1332,AZ,F9CE84D7-4842-4CB2-BA69-0A82ACFE5237,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1333,CT,E01BE48E-02C5-4E32-B414-61D4435DCD32,Fairfield,Connecticut,6614,African American,39,Female,Single,No,No,4,2600000,48990,NULL,NULL,NULL,########
1334,GA,1F697C08-67BA-4776-B178-17CC3872DAF9,Lumpkin,Georgia,30528,,35,Female,Single,NULL,No,2,9600,25390,NULL,NULL,NULL,########
1335,KS,A6954A87-BFBC-4EE6-831C-78C348D02E17,Norton,Kansas,67654,Caucasian,23,Female,Single,No,No,3,36000,37190,20,50,3000,########
1336,LA,831EC4EC-DC45-4E5E-9EF7-FD7AFD4BF6EE,Lafourche Parish,Louisiana,70354,Caucasian,35,Female,Married / remarried,No,No,6,63600,107990,124,1,NULL,########
1337,NJ,230FFBA9-3DAC-46A7-8608-1463C750D916,Union,New Jersey,7083,Caucasian,50,Male,Married / remarried,No,No,3,24000,51350,8013,NULL,NULL,########
1338,NY,37E24C53-5399-485A-83C4-4FFCDA885110,Saratoga,New York,12833,Other,NULL,Male,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1339,PA,F2D7DF55-2D61-43EE-A072-39FB34FCC048,Allegheny,Pennsylvania,43920,African American,29,Male,Single,No,No,2,10000,25390,1000,NULL,NULL,########
1340,SC,DBCC68EB-207A-4D4F-BBE3-BB05E23139E2,Richland,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1341,TN,297E043C-D060-414A-A74A-30A3B034B7F5,Washington,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1342,UT,965B4AB8-E538-4ED8-B13B-77B04243F66A,Utah,Utah,84660,I'd rather not answer,21,Male,Married / remarried,Yes,No,3,31000,37190,45,1400,NULL,########
